DATE,SIIT,SIIT_peak,ITSI,ITSI_peak
2020-03-22 00:35:00,6.1367121200e+09,6.1367121200e+09,4.4761407349e+09,4.4761407349e+09
2020-03-22 00:40:00,7.7061254257e+09,7.7061254257e+09,7.6958722838e+09,7.6958722838e+09
2020-03-22 00:45:00,8.2832818860e+09,8.2832818860e+09,5.4835761428e+09,5.4835761428e+09
2020-03-22 00:50:00,7.3194479142e+09,7.3194479142e+09,5.7405528049e+09,5.7405528049e+09
2020-03-22 00:55:00,6.7289839043e+09,6.7289839043e+09,4.1611420919e+09,4.1611420919e+09
2020-03-22 01:00:00,5.8885158439e+09,5.8885158439e+09,6.4787611419e+09,6.4787611419e+09
2020-03-22 01:05:00,5.3343021163e+09,5.3343021163e+09,7.1090350563e+09,7.1090350563e+09
2020-03-22 01:10:00,5.6699718507e+09,5.6699718507e+09,8.1964384779e+09,8.1964384779e+09
2020-03-22 01:15:00,6.8409190194e+09,6.8409190194e+09,8.0771232476e+09,8.0771232476e+09
2020-03-22 01:20:00,4.9415199363e+09,4.9415199363e+09,8.5779626783e+09,8.5779626783e+09
2020-03-22 01:25:00,4.9702632212e+09,4.9702632212e+09,8.9713636260e+09,8.9713636260e+09
2020-03-22 01:30:00,5.4715251221e+09,5.4715251221e+09,7.3298397554e+09,7.3298397554e+09
2020-03-22 01:35:00,6.4046106931e+09,6.4046106931e+09,9.6937622963e+09,9.6937622963e+09
2020-03-22 01:40:00,5.5875011874e+09,5.5875011874e+09,9.8374528968e+09,9.8374528968e+09
2020-03-22 01:45:00,6.5732585318e+09,6.5732585318e+09,1.0475689405e+10,1.0475689405e+10
2020-03-22 01:50:00,5.5168821425e+09,5.5168821425e+09,5.5556315211e+09,5.5556315211e+09
2020-03-22 01:55:00,5.7263011662e+09,5.7263011662e+09,5.8839678369e+09,5.8839678369e+09
2020-03-22 02:00:00,5.0735430221e+09,5.0735430221e+09,5.8763779830e+09,5.8763779830e+09
2020-03-22 02:05:00,7.0274410901e+09,7.0274410901e+09,5.2568710402e+09,5.2568710402e+09
2020-03-22 02:10:00,7.2035099996e+09,7.2035099996e+09,7.4373562787e+09,7.4373562787e+09
2020-03-22 02:15:00,6.6077023732e+09,6.6077023732e+09,5.3321495912e+09,5.3321495912e+09
2020-03-22 02:20:00,4.9019247290e+09,4.9019247290e+09,6.8568375103e+09,6.8568375103e+09
2020-03-22 02:25:00,5.4046540078e+09,5.4046540078e+09,5.4692739653e+09,5.4692739653e+09
2020-03-22 02:30:00,5.4524397504e+09,5.4524397504e+09,3.8182032388e+09,3.8182032388e+09
2020-03-22 02:35:00,4.7898669813e+09,4.7898669813e+09,5.8036308339e+09,5.8036308339e+09
2020-03-22 02:40:00,5.7523787569e+09,5.7523787569e+09,5.7822962092e+09,5.7822962092e+09
2020-03-22 02:45:00,5.9122673533e+09,5.9122673533e+09,4.9420249711e+09,4.9420249711e+09
2020-03-22 02:50:00,6.3979308348e+09,6.3979308348e+09,6.4692704627e+09,6.4692704627e+09
2020-03-22 02:55:00,6.5875186337e+09,6.5875186337e+09,5.8957020249e+09,5.8957020249e+09
2020-03-22 03:00:00,6.8644803348e+09,6.8644803348e+09,8.6301054099e+09,8.6301054099e+09
2020-03-22 03:05:00,6.6852850599e+09,6.6852850599e+09,4.7250456365e+09,4.7250456365e+09
2020-03-22 03:10:00,5.7255612168e+09,5.7255612168e+09,4.9580531138e+09,4.9580531138e+09
2020-03-22 03:15:00,5.4364833358e+09,5.4364833358e+09,6.7904355064e+09,6.7904355064e+09
2020-03-22 03:20:00,5.5131475525e+09,5.5131475525e+09,7.0488178452e+09,7.0488178452e+09
2020-03-22 03:25:00,4.9765960146e+09,4.9765960146e+09,5.3180509657e+09,5.3180509657e+09
2020-03-22 03:30:00,5.4874851525e+09,5.4874851525e+09,4.4784271437e+09,4.4784271437e+09
2020-03-22 03:35:00,6.3550818642e+09,6.3550818642e+09,5.5420263985e+09,5.5420263985e+09
2020-03-22 03:40:00,5.8972449428e+09,5.8972449428e+09,4.1550750681e+09,4.1550750681e+09
2020-03-22 03:45:00,5.2116238246e+09,5.2116238246e+09,4.3964383403e+09,4.3964383403e+09
2020-03-22 03:50:00,3.7861894646e+09,3.7861894646e+09,5.3403852334e+09,5.3403852334e+09
2020-03-22 03:55:00,4.0650465664e+09,4.0650465664e+09,4.2341323448e+09,4.2341323448e+09
2020-03-22 04:00:00,4.0708798914e+09,4.0708798914e+09,3.2017995896e+09,3.2017995896e+09
2020-03-22 04:05:00,4.8680207300e+09,4.8680207300e+09,3.9916568019e+09,3.9916568019e+09
2020-03-22 04:10:00,4.5096866568e+09,4.5096866568e+09,3.1546227584e+09,3.1546227584e+09
2020-03-22 04:15:00,4.9447439625e+09,4.9447439625e+09,3.2497162307e+09,3.2497162307e+09
2020-03-22 04:20:00,5.4095767478e+09,5.4095767478e+09,5.3208606437e+09,5.3208606437e+09
2020-03-22 04:25:00,3.9234129527e+09,3.9234129527e+09,3.8393769495e+09,3.8393769495e+09
2020-03-22 04:30:00,4.8702854361e+09,4.8702854361e+09,4.0560970806e+09,4.0560970806e+09
2020-03-22 04:35:00,5.2750359035e+09,5.2750359035e+09,2.9132554206e+09,2.9132554206e+09
2020-03-22 04:40:00,4.4258706319e+09,4.4258706319e+09,3.2714778823e+09,3.2714778823e+09
2020-03-22 04:45:00,4.0042257693e+09,4.0042257693e+09,3.4490076215e+09,3.4490076215e+09
2020-03-22 04:50:00,4.4365136667e+09,4.4365136667e+09,4.9716683967e+09,4.9716683967e+09
2020-03-22 04:55:00,4.3812490053e+09,4.3812490053e+09,5.9266249889e+09,5.9266249889e+09
2020-03-22 05:00:00,4.6320983422e+09,4.6320983422e+09,5.4675968270e+09,5.4675968270e+09
2020-03-22 05:05:00,4.0653640796e+09,4.0653640796e+09,6.0249897608e+09,6.0249897608e+09
2020-03-22 05:10:00,4.9020975156e+09,4.9020975156e+09,9.3726015938e+09,9.3726015938e+09
2020-03-22 05:15:00,3.7336959670e+09,3.7336959670e+09,6.8336507874e+09,6.8336507874e+09
2020-03-22 05:20:00,4.4850589785e+09,4.4850589785e+09,4.6635213781e+09,4.6635213781e+09
2020-03-22 05:25:00,6.0316103815e+09,6.0316103815e+09,4.8304082107e+09,4.8304082107e+09
2020-03-22 05:30:00,4.0652631103e+09,4.0652631103e+09,3.7939578634e+09,3.7939578634e+09
2020-03-22 05:35:00,4.2443596954e+09,4.2443596954e+09,5.2538034971e+09,5.2538034971e+09
2020-03-22 05:40:00,4.7618107412e+09,4.7618107412e+09,5.1699990104e+09,5.1699990104e+09
2020-03-22 05:45:00,3.0816907519e+09,3.0816907519e+09,6.4455947978e+09,6.4455947978e+09
2020-03-22 05:50:00,4.8096286277e+09,4.8096286277e+09,1.0080140908e+10,1.0080140908e+10
2020-03-22 05:55:00,5.3763886882e+09,5.3763886882e+09,1.0296928898e+10,1.0296928898e+10
2020-03-22 06:00:00,6.5047948800e+09,6.5047948800e+09,9.4458122428e+09,9.4458122428e+09
2020-03-22 06:05:00,7.9820788176e+09,7.9820788176e+09,1.2059912053e+10,1.2059912053e+10
2020-03-22 06:10:00,8.0148865632e+09,8.0148865632e+09,1.1033980635e+10,1.1033980635e+10
2020-03-22 06:15:00,7.1260801534e+09,7.1260801534e+09,1.1300360306e+10,1.1300360306e+10
2020-03-22 06:20:00,8.2540538174e+09,8.2540538174e+09,1.0816733558e+10,1.0816733558e+10
2020-03-22 06:25:00,7.4025056662e+09,7.4025056662e+09,7.9197565943e+09,7.9197565943e+09
2020-03-22 06:30:00,6.7667075889e+09,6.7667075889e+09,5.0177655261e+09,5.0177655261e+09
2020-03-22 06:35:00,5.7636427099e+09,5.7636427099e+09,5.7179925999e+09,5.7179925999e+09
2020-03-22 06:40:00,6.0605902797e+09,6.0605902797e+09,4.9389591996e+09,4.9389591996e+09
2020-03-22 06:45:00,4.6210962759e+09,4.6210962759e+09,1.7401983695e+10,1.7401983695e+10
2020-03-22 06:50:00,4.2759430144e+09,4.2759430144e+09,1.0701217894e+10,1.0701217894e+10
2020-03-22 06:55:00,3.9328130861e+09,3.9328130861e+09,1.2523440101e+10,1.2523440101e+10
2020-03-22 07:00:00,4.3926344434e+09,4.3926344434e+09,1.1787898048e+10,1.1787898048e+10
2020-03-22 07:05:00,5.0315957810e+09,5.0315957810e+09,9.5926306394e+09,9.5926306394e+09
2020-03-22 07:10:00,4.1255251832e+09,4.1255251832e+09,8.2873589108e+09,8.2873589108e+09
2020-03-22 07:15:00,4.5473152082e+09,4.5473152082e+09,1.0580947507e+10,1.0580947507e+10
2020-03-22 07:20:00,4.5162249383e+09,4.5162249383e+09,9.4485276309e+09,9.4485276309e+09
2020-03-22 07:25:00,4.7632275508e+09,4.7632275508e+09,8.4684919193e+09,8.4684919193e+09
2020-03-22 07:30:00,4.5948476168e+09,4.5948476168e+09,1.0157019894e+10,1.0157019894e+10
2020-03-22 07:35:00,5.8283863937e+09,5.8283863937e+09,1.0730287606e+10,1.0730287606e+10
2020-03-22 07:40:00,3.9503856390e+09,3.9503856390e+09,9.8194212285e+09,9.8194212285e+09
2020-03-22 07:45:00,4.1381075585e+09,4.1381075585e+09,8.6703767533e+09,8.6703767533e+09
2020-03-22 07:50:00,5.1216662737e+09,5.1216662737e+09,7.8965962753e+09,7.8965962753e+09
2020-03-22 07:55:00,7.7732712293e+09,7.7732712293e+09,7.3165627427e+09,7.3165627427e+09
2020-03-22 08:00:00,5.4767069822e+09,5.4767069822e+09,8.8910918668e+09,8.8910918668e+09
2020-03-22 08:05:00,4.5402570857e+09,4.5402570857e+09,9.9587977048e+09,9.9587977048e+09
2020-03-22 08:10:00,3.8636029789e+09,3.8636029789e+09,8.2192831297e+09,8.2192831297e+09
2020-03-22 08:15:00,5.2323137298e+09,5.2323137298e+09,7.7048773019e+09,7.7048773019e+09
2020-03-22 08:20:00,4.9461979979e+09,4.9461979979e+09,6.0826838415e+09,6.0826838415e+09
2020-03-22 08:25:00,5.8975820724e+09,5.8975820724e+09,4.7086445310e+09,4.7086445310e+09
2020-03-22 08:30:00,3.9946185257e+09,3.9946185257e+09,4.3926193845e+09,4.3926193845e+09
2020-03-22 08:35:00,4.6351518110e+09,4.6351518110e+09,5.3479442479e+09,5.3479442479e+09
2020-03-22 08:40:00,4.4783106623e+09,4.4783106623e+09,5.3275691057e+09,5.3275691057e+09
2020-03-22 08:45:00,3.8443907345e+09,3.8443907345e+09,9.4543263567e+09,9.4543263567e+09
2020-03-22 08:50:00,3.1772758644e+09,3.1772758644e+09,8.8987244308e+09,8.8987244308e+09
2020-03-22 08:55:00,4.3609559753e+09,4.3609559753e+09,9.5120166646e+09,9.5120166646e+09
2020-03-22 09:00:00,4.3451126227e+09,4.3451126227e+09,1.0071381516e+10,1.0071381516e+10
2020-03-22 09:05:00,3.9477942137e+09,3.9477942137e+09,7.9706621520e+09,7.9706621520e+09
2020-03-22 09:10:00,3.6654262010e+09,3.6654262010e+09,6.0545733568e+09,6.0545733568e+09
2020-03-22 09:15:00,3.9596440681e+09,3.9596440681e+09,4.9523467606e+09,4.9523467606e+09
2020-03-22 09:20:00,4.9397859198e+09,4.9397859198e+09,7.5176213403e+09,7.5176213403e+09
2020-03-22 09:25:00,6.8035261591e+09,6.8035261591e+09,3.4699900093e+09,3.4699900093e+09
2020-03-22 09:30:00,4.4090397431e+09,4.4090397431e+09,3.7676007831e+09,3.7676007831e+09
2020-03-22 09:35:00,7.1617919602e+09,7.1617919602e+09,3.3947981872e+09,3.3947981872e+09
2020-03-22 09:40:00,6.0587668302e+09,6.0587668302e+09,3.8870227489e+09,3.8870227489e+09
2020-03-22 09:45:00,6.7884136769e+09,6.7884136769e+09,3.4072041952e+09,3.4072041952e+09
2020-03-22 09:50:00,6.8947828578e+09,6.8947828578e+09,4.6636154331e+09,4.6636154331e+09
2020-03-22 09:55:00,8.3483186032e+09,8.3483186032e+09,5.1952202035e+09,5.1952202035e+09
2020-03-22 10:00:00,6.4730159361e+09,6.4730159361e+09,5.5090317925e+09,5.5090317925e+09
2020-03-22 10:05:00,5.3716688136e+09,5.3716688136e+09,6.1301439462e+09,6.1301439462e+09
2020-03-22 10:10:00,6.4672458689e+09,6.4672458689e+09,8.1564546449e+09,8.1564546449e+09
2020-03-22 10:15:00,6.4598726026e+09,6.4598726026e+09,7.9981973976e+09,7.9981973976e+09
2020-03-22 10:20:00,1.3820141799e+10,1.3820141799e+10,7.4783593796e+09,7.4783593796e+09
2020-03-22 10:25:00,8.8971980318e+09,8.8971980318e+09,9.5846295892e+09,9.5846295892e+09
2020-03-22 10:30:00,6.4400738728e+09,6.4400738728e+09,7.3749381086e+09,7.3749381086e+09
2020-03-22 10:35:00,5.9694809721e+09,5.9694809721e+09,9.3609290274e+09,9.3609290274e+09
2020-03-22 10:40:00,9.2047660857e+09,9.2047660857e+09,8.3374599766e+09,8.3374599766e+09
2020-03-22 10:45:00,6.4175073991e+09,6.4175073991e+09,8.2960493406e+09,8.2960493406e+09
2020-03-22 10:50:00,8.4431974114e+09,8.4431974114e+09,4.4814528906e+09,4.4814528906e+09
2020-03-22 10:55:00,9.3406175931e+09,9.3406175931e+09,9.7059859833e+09,9.7059859833e+09
2020-03-22 11:00:00,7.0011440285e+09,7.0011440285e+09,9.1640859014e+09,9.1640859014e+09
2020-03-22 11:05:00,7.5090867360e+09,7.5090867360e+09,4.0917827765e+09,4.0917827765e+09
2020-03-22 11:10:00,6.0074821771e+09,6.0074821771e+09,6.9288546035e+09,6.9288546035e+09
2020-03-22 11:15:00,5.3712223951e+09,5.3712223951e+09,6.5688851879e+09,6.5688851879e+09
2020-03-22 11:20:00,5.9574627596e+09,5.9574627596e+09,5.3893222245e+09,5.3893222245e+09
2020-03-22 11:25:00,4.1423758809e+09,4.1423758809e+09,5.5137076004e+09,5.5137076004e+09
2020-03-22 11:30:00,4.2608154268e+09,4.2608154268e+09,6.1215044475e+09,6.1215044475e+09
2020-03-22 11:35:00,6.9722200811e+09,6.9722200811e+09,3.7161350368e+09,3.7161350368e+09
2020-03-22 11:40:00,8.9424604086e+09,8.9424604086e+09,5.9809979647e+09,5.9809979647e+09
2020-03-22 11:45:00,9.2556414033e+09,9.2556414033e+09,6.1586496247e+09,6.1586496247e+09
2020-03-22 11:50:00,7.7610618320e+09,7.7610618320e+09,4.2184329374e+09,4.2184329374e+09
2020-03-22 11:55:00,1.5099727817e+10,1.5099727817e+10,6.2548437104e+09,6.2548437104e+09
2020-03-22 12:00:00,5.0375682223e+09,5.0375682223e+09,5.4954002913e+09,5.4954002913e+09
2020-03-22 12:05:00,4.8442412152e+09,4.8442412152e+09,6.4614491168e+09,6.4614491168e+09
2020-03-22 12:10:00,5.2900886452e+09,5.2900886452e+09,3.7444353470e+09,3.7444353470e+09
2020-03-22 12:15:00,5.7999464652e+09,5.7999464652e+09,3.9985781251e+09,3.9985781251e+09
2020-03-22 12:20:00,6.0131214812e+09,6.0131214812e+09,4.4098213319e+09,4.4098213319e+09
2020-03-22 12:25:00,5.7948674763e+09,5.7948674763e+09,4.5605563946e+09,4.5605563946e+09
2020-03-22 12:30:00,4.5767016271e+09,4.5767016271e+09,3.1894410193e+09,3.1894410193e+09
2020-03-22 12:35:00,4.7683553585e+09,4.7683553585e+09,4.9303149374e+09,4.9303149374e+09
2020-03-22 12:40:00,5.0832263718e+09,5.0832263718e+09,5.1668692689e+09,5.1668692689e+09
2020-03-22 12:45:00,5.4033319843e+09,5.4033319843e+09,3.3171099106e+09,3.3171099106e+09
2020-03-22 12:50:00,4.9991560160e+09,4.9991560160e+09,3.9580393642e+09,3.9580393642e+09
2020-03-22 12:55:00,6.2975928569e+09,6.2975928569e+09,5.5680906866e+09,5.5680906866e+09
2020-03-22 13:00:00,1.1447634223e+10,1.1447634223e+10,5.8385110125e+09,5.8385110125e+09
2020-03-22 13:05:00,9.3061699207e+09,9.3061699207e+09,7.6430491564e+09,7.6430491564e+09
2020-03-22 13:10:00,1.6484518853e+10,1.6484518853e+10,4.3731780794e+09,4.3731780794e+09
2020-03-22 13:15:00,1.2995089025e+10,1.2995089025e+10,5.5820272021e+09,5.5820272021e+09
2020-03-22 13:20:00,1.0638091042e+10,1.0638091042e+10,5.8951855315e+09,5.8951855315e+09
2020-03-22 13:25:00,8.3185137818e+09,8.3185137818e+09,6.2827925800e+09,6.2827925800e+09
2020-03-22 13:30:00,7.4600694894e+09,7.4600694894e+09,9.1593668726e+09,9.1593668726e+09
2020-03-22 13:35:00,5.1094282707e+09,5.1094282707e+09,1.0052045593e+10,1.0052045593e+10
2020-03-22 13:40:00,5.9873809015e+09,5.9873809015e+09,8.1922485284e+09,8.1922485284e+09
2020-03-22 13:45:00,4.6752613478e+09,4.6752613478e+09,1.2523936952e+10,1.2523936952e+10
2020-03-22 13:50:00,9.9428765109e+09,9.9428765109e+09,1.3893041655e+10,1.3893041655e+10
2020-03-22 13:55:00,6.7975580611e+09,6.7975580611e+09,1.1963715973e+10,1.1963715973e+10
2020-03-22 14:00:00,7.6494424036e+09,7.6494424036e+09,9.5079392917e+09,9.5079392917e+09
2020-03-22 14:05:00,7.4929196511e+09,7.4929196511e+09,8.2938046739e+09,8.2938046739e+09
2020-03-22 14:10:00,1.1341658184e+10,1.1341658184e+10,5.4939766275e+09,5.4939766275e+09
2020-03-22 14:15:00,9.3545018619e+09,9.3545018619e+09,5.2600859621e+09,5.2600859621e+09
2020-03-22 14:20:00,8.5070493137e+09,8.5070493137e+09,3.9153138659e+09,3.9153138659e+09
2020-03-22 14:25:00,6.9659916337e+09,6.9659916337e+09,3.9684681084e+09,3.9684681084e+09
2020-03-22 14:30:00,6.9903064049e+09,6.9903064049e+09,4.0067801311e+09,4.0067801311e+09
2020-03-22 14:35:00,1.0832357174e+10,1.0832357174e+10,5.1967837026e+09,5.1967837026e+09
2020-03-22 14:40:00,1.1435127607e+10,1.1435127607e+10,7.1879462848e+09,7.1879462848e+09
2020-03-22 14:45:00,7.1994961623e+09,7.1994961623e+09,6.4081226635e+09,6.4081226635e+09
2020-03-22 14:50:00,7.0984586781e+09,7.0984586781e+09,5.2131834719e+09,5.2131834719e+09
2020-03-22 14:55:00,8.4062295698e+09,8.4062295698e+09,7.3138607070e+09,7.3138607070e+09
2020-03-22 15:00:00,7.8815300532e+09,7.8815300532e+09,6.5136030309e+09,6.5136030309e+09
2020-03-22 15:05:00,5.9595696432e+09,5.9595696432e+09,5.3146837006e+09,5.3146837006e+09
2020-03-22 15:10:00,9.2014187159e+09,9.2014187159e+09,4.7214527665e+09,4.7214527665e+09
2020-03-22 15:15:00,7.4522860045e+09,7.4522860045e+09,6.1402286943e+09,6.1402286943e+09
2020-03-22 15:20:00,8.2402971938e+09,8.2402971938e+09,7.5192663962e+09,7.5192663962e+09
2020-03-22 15:25:00,1.1455787355e+10,1.1455787355e+10,6.9787497952e+09,6.9787497952e+09
2020-03-22 15:30:00,9.9662957206e+09,9.9662957206e+09,7.4499341049e+09,7.4499341049e+09
2020-03-22 15:35:00,1.2348069718e+10,1.2348069718e+10,5.6924271071e+09,5.6924271071e+09
2020-03-22 15:40:00,4.5087421627e+09,4.5087421627e+09,6.0556853871e+09,6.0556853871e+09
2020-03-22 15:45:00,4.4652960063e+09,4.4652960063e+09,4.7480882687e+09,4.7480882687e+09
2020-03-22 15:50:00,4.4315672482e+09,4.4315672482e+09,4.1478920777e+09,4.1478920777e+09
2020-03-22 15:55:00,4.6678701725e+09,4.6678701725e+09,6.4859908202e+09,6.4859908202e+09
2020-03-22 16:00:00,6.0543681945e+09,6.0543681945e+09,8.7768512054e+09,8.7768512054e+09
2020-03-22 16:05:00,7.9008272308e+09,7.9008272308e+09,4.0838694701e+09,4.0838694701e+09
2020-03-22 16:10:00,4.3974487789e+09,4.3974487789e+09,3.6395617128e+09,3.6395617128e+09
2020-03-22 16:15:00,3.8078874847e+09,3.8078874847e+09,5.5813457091e+09,5.5813457091e+09
2020-03-22 16:20:00,3.9774670624e+09,3.9774670624e+09,3.0518287785e+09,3.0518287785e+09
2020-03-22 16:25:00,6.1731289570e+09,6.1731289570e+09,7.3879118749e+09,7.3879118749e+09
2020-03-22 16:30:00,5.1214156847e+09,5.1214156847e+09,4.0461296913e+09,4.0461296913e+09
2020-03-22 16:35:00,3.7549087897e+09,3.7549087897e+09,6.2586053192e+09,6.2586053192e+09
2020-03-22 16:40:00,5.5180468314e+09,5.5180468314e+09,4.8379555653e+09,4.8379555653e+09
2020-03-22 16:45:00,6.1508710024e+09,6.1508710024e+09,8.0702219852e+09,8.0702219852e+09
2020-03-22 16:50:00,4.8633981163e+09,4.8633981163e+09,1.6571559338e+10,1.6571559338e+10
2020-03-22 16:55:00,3.9481694943e+09,3.9481694943e+09,1.3067811852e+10,1.3067811852e+10
2020-03-22 17:00:00,4.5252590063e+09,4.5252590063e+09,1.1063989808e+10,1.1063989808e+10
2020-03-22 17:05:00,4.3611310935e+09,4.3611310935e+09,6.7270604400e+09,6.7270604400e+09
2020-03-22 17:10:00,3.8936603133e+09,3.8936603133e+09,6.1904460587e+09,6.1904460587e+09
2020-03-22 17:15:00,4.7169230486e+09,4.7169230486e+09,6.1423844648e+09,6.1423844648e+09
2020-03-22 17:20:00,5.9810500777e+09,5.9810500777e+09,3.3109372458e+09,3.3109372458e+09
2020-03-22 17:25:00,5.3142709143e+09,5.3142709143e+09,6.0082776563e+09,6.0082776563e+09
2020-03-22 17:30:00,4.6658986504e+09,4.6658986504e+09,4.5335794213e+09,4.5335794213e+09
2020-03-22 17:35:00,4.8496167599e+09,4.8496167599e+09,3.6050020365e+09,3.6050020365e+09
2020-03-22 17:40:00,3.9595029222e+09,3.9595029222e+09,4.1593047636e+09,4.1593047636e+09
2020-03-22 17:45:00,6.6968643316e+09,6.6968643316e+09,5.0502229511e+09,5.0502229511e+09
2020-03-22 17:50:00,5.6528988339e+09,5.6528988339e+09,4.4713646727e+09,4.4713646727e+09
2020-03-22 17:55:00,6.8686056954e+09,6.8686056954e+09,6.8214839998e+09,6.8214839998e+09
2020-03-22 18:00:00,6.1244475932e+09,6.1244475932e+09,5.4573504396e+09,5.4573504396e+09
2020-03-22 18:05:00,8.0106300638e+09,8.0106300638e+09,3.8778585797e+09,3.8778585797e+09
2020-03-22 18:10:00,3.7412418173e+09,3.7412418173e+09,6.1187941857e+09,6.1187941857e+09
2020-03-22 18:15:00,5.2250499241e+09,5.2250499241e+09,7.1075325519e+09,7.1075325519e+09
2020-03-22 18:20:00,4.9567692319e+09,4.9567692319e+09,1.0678707071e+10,1.0678707071e+10
2020-03-22 18:25:00,4.0952641722e+09,4.0952641722e+09,8.3469645249e+09,8.3469645249e+09
2020-03-22 18:30:00,5.6881421356e+09,5.6881421356e+09,6.9234976575e+09,6.9234976575e+09
2020-03-22 18:35:00,7.2112536199e+09,7.2112536199e+09,7.6075575143e+09,7.6075575143e+09
2020-03-22 18:40:00,7.6558903827e+09,7.6558903827e+09,9.6021218648e+09,9.6021218648e+09
2020-03-22 18:45:00,7.7531921922e+09,7.7531921922e+09,6.9279509511e+09,6.9279509511e+09
2020-03-22 18:50:00,7.9331154275e+09,7.9331154275e+09,6.6860130518e+09,6.6860130518e+09
2020-03-22 18:55:00,8.3994813791e+09,8.3994813791e+09,4.4265927944e+09,4.4265927944e+09
2020-03-22 19:00:00,1.0209831137e+10,1.0209831137e+10,5.6041849089e+09,5.6041849089e+09
2020-03-22 19:05:00,8.3744805234e+09,8.3744805234e+09,4.3526740720e+09,4.3526740720e+09
2020-03-22 19:10:00,6.9947251095e+09,6.9947251095e+09,5.7562122684e+09,5.7562122684e+09
2020-03-22 19:15:00,6.8224098816e+09,6.8224098816e+09,1.1285799228e+10,1.1285799228e+10
2020-03-22 19:20:00,5.7663873703e+09,5.7663873703e+09,7.8621309884e+09,7.8621309884e+09
2020-03-22 19:25:00,5.9862258210e+09,5.9862258210e+09,4.0575870517e+09,4.0575870517e+09
2020-03-22 19:30:00,4.9240358798e+09,4.9240358798e+09,6.5027852733e+09,6.5027852733e+09
2020-03-22 19:35:00,5.7967680053e+09,5.7967680053e+09,4.5443308662e+09,4.5443308662e+09
2020-03-22 19:40:00,4.2560473025e+09,4.2560473025e+09,3.7709147330e+09,3.7709147330e+09
2020-03-22 19:45:00,4.3362436765e+09,4.3362436765e+09,3.0595471933e+09,3.0595471933e+09
2020-03-22 19:50:00,6.3172707869e+09,6.3172707869e+09,3.9567296248e+09,3.9567296248e+09
2020-03-22 19:55:00,4.8486607023e+09,4.8486607023e+09,5.3073065183e+09,5.3073065183e+09
2020-03-22 20:00:00,5.1683399640e+09,5.1683399640e+09,5.3307600903e+09,5.3307600903e+09
2020-03-22 20:05:00,6.0155783092e+09,6.0155783092e+09,5.6634787151e+09,5.6634787151e+09
2020-03-22 20:10:00,4.9016397981e+09,4.9016397981e+09,6.2357477227e+09,6.2357477227e+09
2020-03-22 20:15:00,5.0573241860e+09,5.0573241860e+09,1.0133353444e+10,1.0133353444e+10
2020-03-22 20:20:00,5.4158374807e+09,5.4158374807e+09,7.0848734030e+09,7.0848734030e+09
2020-03-22 20:25:00,6.1330720875e+09,6.1330720875e+09,7.4671574335e+09,7.4671574335e+09
2020-03-22 20:30:00,6.9509843288e+09,6.9509843288e+09,4.9322009020e+09,4.9322009020e+09
2020-03-22 20:35:00,7.7050407686e+09,7.7050407686e+09,7.6183325272e+09,7.6183325272e+09
2020-03-22 20:40:00,7.4372482347e+09,7.4372482347e+09,8.5968331164e+09,8.5968331164e+09
2020-03-22 20:45:00,6.7021161240e+09,6.7021161240e+09,7.7938077332e+09,7.7938077332e+09
2020-03-22 20:50:00,5.4205636005e+09,5.4205636005e+09,6.7681714733e+09,6.7681714733e+09
2020-03-22 20:55:00,5.6824189233e+09,5.6824189233e+09,4.3707470088e+09,4.3707470088e+09
2020-03-22 21:00:00,4.3218973396e+09,4.3218973396e+09,3.9674559257e+09,3.9674559257e+09
2020-03-22 21:05:00,4.7923823963e+09,4.7923823963e+09,4.7783277633e+09,4.7783277633e+09
2020-03-22 21:10:00,5.9458800455e+09,5.9458800455e+09,4.5402070667e+09,4.5402070667e+09
2020-03-22 21:15:00,5.9159870303e+09,5.9159870303e+09,7.3870586658e+09,7.3870586658e+09
2020-03-22 21:20:00,6.2575444210e+09,6.2575444210e+09,8.8631122888e+09,8.8631122888e+09
2020-03-22 21:25:00,6.8816883155e+09,6.8816883155e+09,1.0898753133e+10,1.0898753133e+10
2020-03-22 21:30:00,4.6232032841e+09,4.6232032841e+09,1.4616220536e+10,1.4616220536e+10
2020-03-22 21:35:00,4.7514622556e+09,4.7514622556e+09,1.0467192941e+10,1.0467192941e+10
2020-03-22 21:40:00,5.3878903449e+09,5.3878903449e+09,1.3102599095e+10,1.3102599095e+10
2020-03-22 21:45:00,9.3163120177e+09,9.3163120177e+09,9.9748352144e+09,9.9748352144e+09
2020-03-22 21:50:00,5.8631563652e+09,5.8631563652e+09,6.4155691751e+09,6.4155691751e+09
2020-03-22 21:55:00,6.6669624788e+09,6.6669624788e+09,6.0641930565e+09,6.0641930565e+09
2020-03-22 22:00:00,8.7295932387e+09,8.7295932387e+09,6.9645484126e+09,6.9645484126e+09
2020-03-22 22:05:00,6.1622511540e+09,6.1622511540e+09,9.9352171809e+09,9.9352171809e+09
2020-03-22 22:10:00,4.5357767216e+09,4.5357767216e+09,1.0360886972e+10,1.0360886972e+10
2020-03-22 22:15:00,5.3788607393e+09,5.3788607393e+09,8.9463952987e+09,8.9463952987e+09
2020-03-22 22:20:00,4.3219469355e+09,4.3219469355e+09,1.0216922603e+10,1.0216922603e+10
2020-03-22 22:25:00,4.5902531908e+09,4.5902531908e+09,9.9357044159e+09,9.9357044159e+09
